Case ID,Activity,Timestamp,Resource,Verzekeringstype,Kanaal,Risiconiveau,Afwijzingsreden
INS-2025-0115,Risicoanalyse afgerond,2025-02-19 14:49:52,Dirk M.,Autoverzekering,E-mail,,
INS-2025-0249,Aanvraag ontvangen,2025-02-19 14:57:50,SYSTEEM,Autoverzekering,Tussenpersoon,,
INS-2025-0116,Onderzoeksrapport ontvangen,2025-02-19 15:03:07,SYSTEEM,Levensverzekering,E-mail,,
INS-2025-0110,Aanvraag ontvangen,2025-02-19 15:05:02,SYSTEEM,Inboedelverzekering,Tussenpersoon,,
INS-2025-0296,Premieberekening gestart,2025-02-19 15:06:04,Sander K.,Aansprakelijkheidsverzekering,Telefoon,,
INS-2025-0242,Polis gecontroleerd,2025-02-19 15:10:59,Thomas A.,Zorgverzekering,Telefoon,,
INS-2025-0207,Polis gecontroleerd,2025-02-19 15:11:53,Ingrid Z.,Zorgverzekering,E-mail,,
INS-2025-0176,Offerte verstuurd naar klant,2025-02-19 15:18:09,SYSTEEM,Inboedelverzekering,E-mail,,
INS-2025-0082,Aanvraag ontvangen,2025-02-19 15:25:03,SYSTEEM,Opstalverzekering,Online portal,,
INS-2025-0130,Premie definitief vastgesteld,2025-02-19 15:26:30,Sander K.,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0140,Offerte geaccepteerd door klant,2025-02-19 15:29:36,SYSTEEM,Levensverzekering,Online portal,,
INS-2025-0186,Aanvraag geregistreerd,2025-02-19 15:30:21,Fatima K.,Levensverzekering,Telefoon,,
INS-2025-0018,Documentcontrole goedgekeurd,2025-02-19 15:31:54,Marieke S.,Arbeidsongeschiktheid,Online portal,,
INS-2025-0014,Documentcontrole gestart,2025-02-19 15:36:38,Joost H.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0082,Aanvraag geregistreerd,2025-02-19 15:38:52,Yousra B.,Opstalverzekering,Online portal,,
INS-2025-0174,Documentcontrole gestart,2025-02-19 15:44:52,Marieke S.,Levensverzekering,Tussenpersoon,,
INS-2025-0108,Offerte geaccepteerd door klant,2025-02-19 15:46:31,SYSTEEM,Reisverzekering,Online portal,,
INS-2025-0012,Offerte aangemaakt,2025-02-19 15:47:57,SYSTEEM,Opstalverzekering,Online portal,,
INS-2025-0257,Gecorrigeerd document ontvangen,2025-02-19 15:48:49,SYSTEEM,Inboedelverzekering,Telefoon,,
INS-2025-0252,Correctie opgevraagd bij klant,2025-02-19 15:55:46,Joost H.,Levensverzekering,Online portal,,
INS-2025-0115,Acceptatiebeoordeling gestart,2025-02-19 16:02:31,Wendy R.,Autoverzekering,E-mail,,
INS-2025-0283,Premie definitief vastgesteld,2025-02-19 16:07:12,Bianca V.,Zorgverzekering,E-mail,,
INS-2025-0110,Aanvraag geregistreerd,2025-02-19 16:09:12,Roel V.,Inboedelverzekering,Tussenpersoon,,
INS-2025-0126,Intake voltooid,2025-02-19 16:12:51,Yousra B.,Reisverzekering,Telefoon,,
INS-2025-0018,Risicoanalyse gestart,2025-02-19 16:23:52,Nora F.,Arbeidsongeschiktheid,Online portal,,
INS-2025-0249,Aanvraag geregistreerd,2025-02-19 16:25:50,Roel V.,Autoverzekering,Tussenpersoon,,
INS-2025-0012,Offerte verstuurd naar klant,2025-02-19 16:28:43,SYSTEEM,Opstalverzekering,Online portal,,
INS-2025-0130,Offerte aangemaakt,2025-02-19 16:31:28,SYSTEEM,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0186,Aanvullende info opgevraagd,2025-02-19 16:35:38,Fatima K.,Levensverzekering,Telefoon,,
INS-2025-0140,Polisopmaak gestart,2025-02-19 16:43:58,Layla N.,Levensverzekering,Online portal,,
INS-2025-0207,Polis definitief vastgesteld,2025-02-19 16:48:07,Ingrid Z.,Zorgverzekering,E-mail,,
INS-2025-0242,Polis definitief vastgesteld,2025-02-19 16:51:33,Layla N.,Zorgverzekering,Telefoon,,
INS-2025-0082,Intake voltooid,2025-02-19 16:52:33,Bas de W.,Opstalverzekering,Online portal,,
INS-2025-0171,Handmatige premiecorrectie toegepast,2025-02-19 16:53:40,Sander K.,Opstalverzekering,Online portal,,
INS-2025-0109,Premieberekening gestart,2025-02-19 17:03:38,Sander K.,Autoverzekering,Tussenpersoon,,
INS-2025-0214,Premieberekening gestart,2025-02-19 17:06:36,Bianca V.,Zorgverzekering,E-mail,,
INS-2025-0126,Documentcontrole gestart,2025-02-19 17:09:55,Marieke S.,Reisverzekering,Telefoon,,
INS-2025-0020,Premie definitief vastgesteld,2025-02-19 17:10:40,Bianca V.,Reisverzekering,Online portal,,
INS-2025-0257,Documentcontrole herstart,2025-02-19 17:13:22,Marieke S.,Inboedelverzekering,Telefoon,,
INS-2025-0130,Offerte verstuurd naar klant,2025-02-19 17:27:06,SYSTEEM,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0283,Offerte aangemaakt,2025-02-19 17:28:19,SYSTEEM,Zorgverzekering,E-mail,,
INS-2025-0110,Intake voltooid,2025-02-19 17:34:57,Bas de W.,Inboedelverzekering,Tussenpersoon,,
INS-2025-0108,Polisopmaak gestart,2025-02-19 17:43:30,Ingrid Z.,Reisverzekering,Online portal,,
INS-2025-0082,Documentcontrole gestart,2025-02-19 17:50:48,Marieke S.,Opstalverzekering,Online portal,,
INS-2025-0242,Startpremie geïncasseerd,2025-02-19 17:54:49,Bianca V.,Zorgverzekering,Telefoon,,
INS-2025-0020,Offerte aangemaakt,2025-02-19 18:00:13,SYSTEEM,Reisverzekering,Online portal,,
INS-2025-0207,Startpremie geïncasseerd,2025-02-19 18:08:00,Bianca V.,Zorgverzekering,E-mail,,
INS-2025-0199,Premieberekening gestart,2025-02-19 18:20:03,Bianca V.,Arbeidsongeschiktheid,Online portal,,
INS-2025-0146,Risicoclassificatie vastgesteld,2025-02-19 18:36:35,Nora F.,Opstalverzekering,Online portal,Midden,
INS-2025-0151,Aanvraag ontvangen,2025-02-19 18:41:26,SYSTEEM,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0283,Offerte verstuurd naar klant,2025-02-19 18:41:36,SYSTEEM,Zorgverzekering,E-mail,,
INS-2025-0110,Documentcontrole gestart,2025-02-19 18:42:02,Marieke S.,Inboedelverzekering,Tussenpersoon,,
INS-2025-0242,Polis geactiveerd,2025-02-19 18:46:59,SYSTEEM,Zorgverzekering,Telefoon,,
INS-2025-0171,Premie definitief vastgesteld,2025-02-19 19:16:21,Sander K.,Opstalverzekering,Online portal,,
INS-2025-0048,Polis aangemaakt in systeem,2025-02-19 19:18:08,Thomas A.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0151,Aanvraag geregistreerd,2025-02-19 19:20:17,Roel V.,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0257,Documentcontrole goedgekeurd,2025-02-19 19:23:22,Marieke S.,Inboedelverzekering,Telefoon,,
INS-2025-0246,Aanvullende info ontvangen,2025-02-19 19:28:55,SYSTEEM,Reisverzekering,E-mail,,
INS-2025-0242,Welkomstbericht verstuurd,2025-02-19 19:31:21,SYSTEEM,Zorgverzekering,Telefoon,,
INS-2025-0074,Risicoclassificatie vastgesteld,2025-02-19 19:38:16,Dirk M.,Aansprakelijkheidsverzekering,E-mail,Laag,
INS-2025-0109,Premie definitief vastgesteld,2025-02-19 19:40:06,Sander K.,Autoverzekering,Tussenpersoon,,
INS-2025-0296,Premie definitief vastgesteld,2025-02-19 19:43:52,Bianca V.,Aansprakelijkheidsverzekering,Telefoon,,
INS-2025-0132,Offerte geaccepteerd door klant,2025-02-19 19:44:51,SYSTEEM,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0268,Aanvraag ontvangen,2025-02-19 19:45:51,SYSTEEM,Opstalverzekering,E-mail,,
INS-2025-0207,Polis geactiveerd,2025-02-19 19:48:38,SYSTEEM,Zorgverzekering,E-mail,,
INS-2025-0214,Premie definitief vastgesteld,2025-02-19 19:51:16,Bianca V.,Zorgverzekering,E-mail,,
INS-2025-0020,Offerte verstuurd naar klant,2025-02-19 19:55:46,SYSTEEM,Reisverzekering,Online portal,,
INS-2025-0108,Polis aangemaakt in systeem,2025-02-19 19:56:50,Ingrid Z.,Reisverzekering,Online portal,,
INS-2025-0174,Documentcontrole goedgekeurd,2025-02-19 20:03:20,Joost H.,Levensverzekering,Tussenpersoon,,
INS-2025-0171,Offerte aangemaakt,2025-02-19 20:03:21,SYSTEEM,Opstalverzekering,Online portal,,
INS-2025-0268,Aanvraag geregistreerd,2025-02-19 20:06:00,Bas de W.,Opstalverzekering,E-mail,,
INS-2025-0249,Aanvullende info opgevraagd,2025-02-19 20:09:29,Fatima K.,Autoverzekering,Tussenpersoon,,
INS-2025-0015,Aanvraag ontvangen,2025-02-19 20:10:30,SYSTEEM,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0242,Aanvraagproces afgerond,2025-02-19 20:18:18,SYSTEEM,Zorgverzekering,Telefoon,,
INS-2025-0132,Polisopmaak gestart,2025-02-19 20:29:48,Ingrid Z.,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0138,Aanvraag ontvangen,2025-02-19 20:47:34,SYSTEEM,Autoverzekering,Tussenpersoon,,
INS-2025-0246,Intake voltooid,2025-02-19 20:48:09,Yousra B.,Reisverzekering,E-mail,,
INS-2025-0207,Welkomstbericht verstuurd,2025-02-19 20:49:22,SYSTEEM,Zorgverzekering,E-mail,,
INS-2025-0015,Aanvraag geregistreerd,2025-02-19 20:53:17,Fatima K.,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0126,Documentcontrole goedgekeurd,2025-02-19 20:57:00,Marieke S.,Reisverzekering,Telefoon,,
INS-2025-0257,Risicoanalyse gestart,2025-02-19 21:00:13,Saskia L.,Inboedelverzekering,Telefoon,,
INS-2025-0140,Polis aangemaakt in systeem,2025-02-19 21:02:35,Ingrid Z.,Levensverzekering,Online portal,,
INS-2025-0007,Document afgekeurd,2025-02-19 21:08:38,Eline P.,Opstalverzekering,E-mail,,
INS-2025-0234,Aanvullende info ontvangen,2025-02-19 21:09:15,SYSTEEM,Arbeidsongeschiktheid,Online portal,,
INS-2025-0296,Offerte aangemaakt,2025-02-19 21:14:18,SYSTEEM,Aansprakelijkheidsverzekering,Telefoon,,
INS-2025-0108,Polis gecontroleerd,2025-02-19 21:17:30,Layla N.,Reisverzekering,Online portal,,
INS-2025-0109,Offerte aangemaakt,2025-02-19 21:18:53,SYSTEEM,Autoverzekering,Tussenpersoon,,
INS-2025-0174,Risicoanalyse gestart,2025-02-19 21:20:46,Saskia L.,Levensverzekering,Tussenpersoon,,
INS-2025-0036,Aanvraag ontvangen,2025-02-19 21:22:48,SYSTEEM,Inboedelverzekering,Telefoon,,
INS-2025-0246,Documentcontrole gestart,2025-02-19 21:23:16,Eline P.,Reisverzekering,E-mail,,
INS-2025-0116,Onderzoeksrapport beoordeeld,2025-02-19 21:25:25,Nora F.,Levensverzekering,E-mail,,
INS-2025-0199,Handmatige premiecorrectie toegepast,2025-02-19 21:27:12,Bianca V.,Arbeidsongeschiktheid,Online portal,,
INS-2025-0146,Risicoanalyse afgerond,2025-02-19 21:34:28,Ahmed T.,Opstalverzekering,Online portal,,
INS-2025-0151,Aanvullende info opgevraagd,2025-02-19 21:35:00,Bas de W.,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0214,Offerte aangemaakt,2025-02-19 21:35:55,SYSTEEM,Zorgverzekering,E-mail,,
INS-2025-0268,Intake voltooid,2025-02-19 21:43:17,Bas de W.,Opstalverzekering,E-mail,,
INS-2025-0048,Polis gecontroleerd,2025-02-19 21:44:24,Thomas A.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0164,Risicoclassificatie vastgesteld,2025-02-19 21:46:20,Saskia L.,Reisverzekering,E-mail,Midden,
INS-2025-0207,Aanvraagproces afgerond,2025-02-19 21:46:34,SYSTEEM,Zorgverzekering,E-mail,,
INS-2025-0014,Documentcontrole goedgekeurd,2025-02-19 21:49:42,Eline P.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0108,Polis definitief vastgesteld,2025-02-19 21:51:21,Layla N.,Reisverzekering,Online portal,,
INS-2025-0138,Aanvraag geregistreerd,2025-02-19 21:51:55,Bas de W.,Autoverzekering,Tussenpersoon,,
INS-2025-0036,Aanvraag geregistreerd,2025-02-19 21:55:26,Yousra B.,Inboedelverzekering,Telefoon,,
INS-2025-0171,Offerte verstuurd naar klant,2025-02-19 21:58:15,SYSTEEM,Opstalverzekering,Online portal,,
INS-2025-0214,Offerte verstuurd naar klant,2025-02-19 22:09:13,SYSTEEM,Zorgverzekering,E-mail,,
INS-2025-0140,Polis gecontroleerd,2025-02-19 22:12:59,Thomas A.,Levensverzekering,Online portal,,
INS-2025-0296,Offerte verstuurd naar klant,2025-02-19 22:15:19,SYSTEEM,Aansprakelijkheidsverzekering,Telefoon,,
INS-2025-0074,Risicoanalyse afgerond,2025-02-19 22:18:43,Saskia L.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0109,Offerte verstuurd naar klant,2025-02-19 22:19:05,SYSTEEM,Autoverzekering,Tussenpersoon,,
INS-2025-0146,Acceptatiebeoordeling gestart,2025-02-19 22:34:55,Pieter dB.,Opstalverzekering,Online portal,,
INS-2025-0268,Documentcontrole gestart,2025-02-19 22:37:57,Eline P.,Opstalverzekering,E-mail,,
INS-2025-0014,Risicoanalyse gestart,2025-02-19 22:40:43,Dirk M.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0254,Aanvraag ontvangen,2025-02-19 22:43:57,SYSTEEM,Opstalverzekering,E-mail,,
INS-2025-0126,Risicoanalyse gestart,2025-02-19 22:49:26,Dirk M.,Reisverzekering,Telefoon,,
INS-2025-0234,Intake voltooid,2025-02-19 22:53:58,Fatima K.,Arbeidsongeschiktheid,Online portal,,
INS-2025-0199,Premie definitief vastgesteld,2025-02-19 22:56:27,Bianca V.,Arbeidsongeschiktheid,Online portal,,
INS-2025-0108,Startpremie geïncasseerd,2025-02-19 23:01:23,Bianca V.,Reisverzekering,Online portal,,
INS-2025-0048,Polis definitief vastgesteld,2025-02-19 23:03:11,Layla N.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0206,Risicoclassificatie vastgesteld,2025-02-19 23:10:09,Dirk M.,Arbeidsongeschiktheid,Tussenpersoon,Midden,
INS-2025-0241,Aanvraag ontvangen,2025-02-19 23:13:32,SYSTEEM,Zorgverzekering,Online portal,,
INS-2025-0168,Aanvraag ontvangen,2025-02-19 23:18:40,SYSTEEM,Reisverzekering,Tussenpersoon,,
INS-2025-0125,Aanvullende info ontvangen,2025-02-19 23:21:42,SYSTEEM,Reisverzekering,Online portal,,
INS-2025-0140,Polis definitief vastgesteld,2025-02-19 23:24:49,Thomas A.,Levensverzekering,Online portal,,
INS-2025-0297,Aanvraag ontvangen,2025-02-19 23:28:45,SYSTEEM,Opstalverzekering,Telefoon,,
INS-2025-0254,Aanvraag geregistreerd,2025-02-19 23:30:59,Bas de W.,Opstalverzekering,E-mail,,
INS-2025-0168,Aanvraag geregistreerd,2025-02-19 23:40:31,Roel V.,Reisverzekering,Tussenpersoon,,
INS-2025-0246,Documentcontrole goedgekeurd,2025-02-19 23:46:42,Marieke S.,Reisverzekering,E-mail,,
INS-2025-0140,Startpremie geïncasseerd,2025-02-19 23:56:33,Sander K.,Levensverzekering,Online portal,,
INS-2025-0116,Risicoanalyse afgerond,2025-02-19 23:58:54,Ahmed T.,Levensverzekering,E-mail,,
INS-2025-0007,Correctie opgevraagd bij klant,2025-02-19 23:59:35,Joost H.,Opstalverzekering,E-mail,,
INS-2025-0048,Startpremie geïncasseerd,2025-02-19 23:59:40,Sander K.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0164,Risicoanalyse afgerond,2025-02-20 00:01:52,Saskia L.,Reisverzekering,E-mail,,
INS-2025-0199,Offerte aangemaakt,2025-02-20 00:08:31,SYSTEEM,Arbeidsongeschiktheid,Online portal,,
INS-2025-0005,Offerte geaccepteerd door klant,2025-02-20 00:09:24,SYSTEEM,Zorgverzekering,E-mail,,
INS-2025-0074,Acceptatiebeoordeling gestart,2025-02-20 00:10:42,Wendy R.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0234,Documentcontrole gestart,2025-02-20 00:13:30,Joost H.,Arbeidsongeschiktheid,Online portal,,
INS-2025-0069,Premieberekening gestart,2025-02-20 00:16:11,Bianca V.,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0138,Intake voltooid,2025-02-20 00:17:07,Yousra B.,Autoverzekering,Tussenpersoon,,
INS-2025-0125,Intake voltooid,2025-02-20 00:21:20,Bas de W.,Reisverzekering,Online portal,,
INS-2025-0110,Document afgekeurd,2025-02-20 00:21:50,Marieke S.,Inboedelverzekering,Tussenpersoon,,
INS-2025-0241,Aanvraag geregistreerd,2025-02-20 00:24:36,Fatima K.,Zorgverzekering,Online portal,,
INS-2025-0015,Intake voltooid,2025-02-20 00:33:22,Yousra B.,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0036,Intake voltooid,2025-02-20 00:36:19,Yousra B.,Inboedelverzekering,Telefoon,,
INS-2025-0116,Acceptatiebeoordeling gestart,2025-02-20 00:41:50,Wendy R.,Levensverzekering,E-mail,,
INS-2025-0199,Offerte verstuurd naar klant,2025-02-20 00:50:23,SYSTEEM,Arbeidsongeschiktheid,Online portal,,
INS-2025-0297,Aanvraag geregistreerd,2025-02-20 00:51:41,Bas de W.,Opstalverzekering,Telefoon,,
INS-2025-0108,Polis geactiveerd,2025-02-20 00:56:00,SYSTEEM,Reisverzekering,Online portal,,
INS-2025-0164,Acceptatiebeoordeling gestart,2025-02-20 01:00:21,Wendy R.,Reisverzekering,E-mail,,
INS-2025-0015,Documentcontrole gestart,2025-02-20 01:05:42,Marieke S.,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0246,Risicoanalyse gestart,2025-02-20 01:12:23,Saskia L.,Reisverzekering,E-mail,,
INS-2025-0082,Documentcontrole goedgekeurd,2025-02-20 01:12:45,Eline P.,Opstalverzekering,Online portal,,
INS-2025-0005,Polisopmaak gestart,2025-02-20 01:20:33,Ingrid Z.,Zorgverzekering,E-mail,,
INS-2025-0168,Aanvullende info opgevraagd,2025-02-20 01:21:48,Fatima K.,Reisverzekering,Tussenpersoon,,
INS-2025-0036,Documentcontrole gestart,2025-02-20 01:32:13,Eline P.,Inboedelverzekering,Telefoon,,
INS-2025-0140,Polis geactiveerd,2025-02-20 01:48:47,SYSTEEM,Levensverzekering,Online portal,,
INS-2025-0159,Risicoclassificatie vastgesteld,2025-02-20 01:50:09,Saskia L.,Aansprakelijkheidsverzekering,Tussenpersoon,Midden,
INS-2025-0048,Polis geactiveerd,2025-02-20 01:58:45,SYSTEEM,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0125,Documentcontrole gestart,2025-02-20 02:03:52,Eline P.,Reisverzekering,Online portal,,
INS-2025-0206,Risicoanalyse afgerond,2025-02-20 02:04:40,Ahmed T.,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0138,Documentcontrole gestart,2025-02-20 02:10:04,Marieke S.,Autoverzekering,Tussenpersoon,,
INS-2025-0108,Welkomstbericht verstuurd,2025-02-20 02:10:27,SYSTEEM,Reisverzekering,Online portal,,
INS-2025-0297,Intake voltooid,2025-02-20 02:11:15,Fatima K.,Opstalverzekering,Telefoon,,
INS-2025-0268,Documentcontrole goedgekeurd,2025-02-20 02:22:36,Eline P.,Opstalverzekering,E-mail,,
INS-2025-0140,Welkomstbericht verstuurd,2025-02-20 02:34:56,SYSTEEM,Levensverzekering,Online portal,,
INS-2025-0082,Risicoanalyse gestart,2025-02-20 02:44:14,Saskia L.,Opstalverzekering,Online portal,,
INS-2025-0128,Aanvraag ontvangen,2025-02-20 02:47:21,SYSTEEM,Levensverzekering,E-mail,,
INS-2025-0110,Correctie opgevraagd bij klant,2025-02-20 02:47:54,Eline P.,Inboedelverzekering,Tussenpersoon,,
INS-2025-0132,Polis aangemaakt in systeem,2025-02-20 02:55:46,Thomas A.,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0239,Aanvraag ontvangen,2025-02-20 02:58:36,SYSTEEM,Inboedelverzekering,E-mail,,
INS-2025-0234,Documentcontrole goedgekeurd,2025-02-20 02:58:58,Joost H.,Arbeidsongeschiktheid,Online portal,,
INS-2025-0128,Aanvraag geregistreerd,2025-02-20 02:59:29,Fatima K.,Levensverzekering,E-mail,,
INS-2025-0206,Acceptatiebeoordeling gestart,2025-02-20 03:02:26,Wendy R.,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0254,Intake voltooid,2025-02-20 03:11:17,Fatima K.,Opstalverzekering,E-mail,,
INS-2025-0048,Welkomstbericht verstuurd,2025-02-20 03:12:54,SYSTEEM,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0241,Intake voltooid,2025-02-20 03:15:06,Roel V.,Zorgverzekering,Online portal,,
INS-2025-0239,Aanvraag geregistreerd,2025-02-20 03:15:46,Bas de W.,Inboedelverzekering,E-mail,,
INS-2025-0297,Documentcontrole gestart,2025-02-20 03:23:02,Marieke S.,Opstalverzekering,Telefoon,,
INS-2025-0005,Polis aangemaakt in systeem,2025-02-20 03:23:54,Layla N.,Zorgverzekering,E-mail,,
INS-2025-0140,Aanvraagproces afgerond,2025-02-20 03:27:06,SYSTEEM,Levensverzekering,Online portal,,
INS-2025-0069,Premie definitief vastgesteld,2025-02-20 03:30:18,Bianca V.,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0124,Risicoclassificatie vastgesteld,2025-02-20 03:40:55,Ahmed T.,Arbeidsongeschiktheid,E-mail,Midden,
INS-2025-0083,Risicoclassificatie vastgesteld,2025-02-20 03:57:47,Dirk M.,Arbeidsongeschiktheid,Telefoon,Laag,
INS-2025-0108,Aanvraagproces afgerond,2025-02-20 04:03:41,SYSTEEM,Reisverzekering,Online portal,,
INS-2025-0234,Risicoanalyse gestart,2025-02-20 04:08:13,Ahmed T.,Arbeidsongeschiktheid,Online portal,,
INS-2025-0128,Intake voltooid,2025-02-20 04:08:52,Bas de W.,Levensverzekering,E-mail,,
INS-2025-0048,Aanvraagproces afgerond,2025-02-20 04:09:42,SYSTEEM,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0268,Risicoanalyse gestart,2025-02-20 04:11:36,Ahmed T.,Opstalverzekering,E-mail,,
INS-2025-0254,Documentcontrole gestart,2025-02-20 04:15:52,Marieke S.,Opstalverzekering,E-mail,,
INS-2025-0239,Intake voltooid,2025-02-20 04:34:26,Yousra B.,Inboedelverzekering,E-mail,,
INS-2025-0241,Documentcontrole gestart,2025-02-20 04:51:02,Marieke S.,Zorgverzekering,Online portal,,
INS-2025-0257,Risicoclassificatie vastgesteld,2025-02-20 05:00:23,Dirk M.,Inboedelverzekering,Telefoon,Midden,
INS-2025-0069,Offerte aangemaakt,2025-02-20 05:07:22,SYSTEEM,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0023,Risicoclassificatie vastgesteld,2025-02-20 05:12:19,Dirk M.,Zorgverzekering,Telefoon,Laag,
INS-2025-0125,Documentcontrole goedgekeurd,2025-02-20 05:28:48,Marieke S.,Reisverzekering,Online portal,,
INS-2025-0159,Risicoanalyse afgerond,2025-02-20 05:36:15,Nora F.,Aansprakelijkheidsverzekering,Tussenpersoon,,
INS-2025-0069,Offerte verstuurd naar klant,2025-02-20 05:46:37,SYSTEEM,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0132,Polis gecontroleerd,2025-02-20 05:50:21,Thomas A.,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0288,Aanvraag ontvangen,2025-02-20 05:54:49,SYSTEEM,Aansprakelijkheidsverzekering,Telefoon,,
INS-2025-0037,Offerte geaccepteerd door klant,2025-02-20 05:58:07,SYSTEEM,Zorgverzekering,E-mail,,
INS-2025-0239,Documentcontrole gestart,2025-02-20 05:59:38,Marieke S.,Inboedelverzekering,E-mail,,
INS-2025-0128,Documentcontrole gestart,2025-02-20 06:00:36,Eline P.,Levensverzekering,E-mail,,
INS-2025-0083,Risicoanalyse afgerond,2025-02-20 06:03:29,Nora F.,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0125,Risicoanalyse gestart,2025-02-20 06:08:25,Saskia L.,Reisverzekering,Online portal,,
INS-2025-0159,Acceptatiebeoordeling gestart,2025-02-20 06:14:23,Frank O.,Aansprakelijkheidsverzekering,Tussenpersoon,,
INS-2025-0146,Premieberekening gestart,2025-02-20 06:14:34,Bianca V.,Opstalverzekering,Online portal,,
INS-2025-0132,Polis definitief vastgesteld,2025-02-20 06:22:07,Ingrid Z.,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0005,Polis gecontroleerd,2025-02-20 06:23:40,Ingrid Z.,Zorgverzekering,E-mail,,
INS-2025-0267,Aanvullende info ontvangen,2025-02-20 06:28:47,SYSTEEM,Reisverzekering,E-mail,,
INS-2025-0288,Aanvraag geregistreerd,2025-02-20 06:34:51,Fatima K.,Aansprakelijkheidsverzekering,Telefoon,,
INS-2025-0124,Risicoanalyse afgerond,2025-02-20 06:35:01,Nora F.,Arbeidsongeschiktheid,E-mail,,
INS-2025-0083,Acceptatiebeoordeling gestart,2025-02-20 06:58:39,Pieter dB.,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0005,Polis definitief vastgesteld,2025-02-20 07:00:16,Thomas A.,Zorgverzekering,E-mail,,
INS-2025-0132,Startpremie geïncasseerd,2025-02-20 07:04:12,Bianca V.,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0193,Gecorrigeerd document ontvangen,2025-02-20 07:20:27,SYSTEEM,Reisverzekering,E-mail,,
INS-2025-0124,Acceptatiebeoordeling gestart,2025-02-20 07:29:03,Wendy R.,Arbeidsongeschiktheid,E-mail,,
INS-2025-0036,Documentcontrole goedgekeurd,2025-02-20 07:35:48,Joost H.,Inboedelverzekering,Telefoon,,
INS-2025-0005,Startpremie geïncasseerd,2025-02-20 07:38:13,Bianca V.,Zorgverzekering,E-mail,,
INS-2025-0132,Polis geactiveerd,2025-02-20 07:38:47,SYSTEEM,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0115,Premieberekening gestart,2025-02-20 07:40:38,Sander K.,Autoverzekering,E-mail,,
INS-2025-0037,Polisopmaak gestart,2025-02-20 07:40:54,Thomas A.,Zorgverzekering,E-mail,,
INS-2025-0018,Risicoclassificatie vastgesteld,2025-02-20 07:42:59,Saskia L.,Arbeidsongeschiktheid,Online portal,Hoog,
INS-2025-0281,Aanvraag ontvangen,2025-02-20 07:45:08,SYSTEEM,Arbeidsongeschiktheid,E-mail,,
INS-2025-0138,Documentcontrole goedgekeurd,2025-02-20 07:46:39,Marieke S.,Autoverzekering,Tussenpersoon,,
INS-2025-0023,Risicoanalyse afgerond,2025-02-20 07:55:40,Nora F.,Zorgverzekering,Telefoon,,
INS-2025-0267,Intake voltooid,2025-02-20 08:11:18,Bas de W.,Reisverzekering,E-mail,,
INS-2025-0132,Welkomstbericht verstuurd,2025-02-20 08:14:56,SYSTEEM,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0288,Aanvullende info opgevraagd,2025-02-20 08:17:18,Yousra B.,Aansprakelijkheidsverzekering,Telefoon,,
INS-2025-0257,Risicoanalyse afgerond,2025-02-20 08:30:19,Saskia L.,Inboedelverzekering,Telefoon,,
INS-2025-0193,Documentcontrole herstart,2025-02-20 08:44:58,Joost H.,Reisverzekering,E-mail,,
INS-2025-0138,Risicoanalyse gestart,2025-02-20 08:49:54,Dirk M.,Autoverzekering,Tussenpersoon,,
INS-2025-0074,Premieberekening gestart,2025-02-20 08:50:06,Bianca V.,Aansprakelijkheidsverzekering,E-mail,,
